#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-rice-name	rice-symbol	rice-defline
31503047	Spipo12G0033100	Spipo12G0033100	Spipo12G0033100	PF13837	PTHR21654,PTHR21654:SF18					AT1G21200.1		sequence-specific DNA binding transcription factors	LOC_Os12g06640.2		homeodomain, putative, expressed
31502983	Spipo12G0033200	Spipo12G0033200	Spipo12G0033200	PF00403,PF12710,PF00122	PTHR24093,PTHR24093:SF315		3.6.3.4	K17686	GO:0046872,GO:0030001,GO:0000166	AT1G63440.1	HMA5	heavy metal atpase 5	LOC_Os02g10290.1		copper-transporting ATPase, putative, expressed
31503335	Spipo12G0033300	Spipo12G0033300	Spipo12G0033300	PF01103	PTHR12815,PTHR12815:SF7			K07277	GO:0019867	AT5G19620.1	ATOEP80,EMB213,OEP80,TOC75	outer envelope protein of 80 kDa	LOC_Os02g10260.1		outer membrane protein, OMP85 family protein, expressed
31503455	Spipo12G0033400	Spipo12G0033400	Spipo12G0033400	PF02535	PTHR11040,PTHR11040:SF46	KOG2474		K07238	GO:0055085,GO:0046873,GO:0030001,GO:0016020	AT3G20870.1	ZTP29	ZIP metal ion transporter family	LOC_Os02g10230.1		metal cation transporter, putative, expressed
31503011	Spipo12G0033500	Spipo12G0033500	Spipo12G0033500										LOC_Os09g31170.1		expressed protein
31502881	Spipo12G0033600	Spipo12G0033600	Spipo12G0033600	PF01789	PTHR31407,PTHR31407:SF20				GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509	AT3G63540.1		Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein	LOC_Os08g39430.1		thylakoid lumenal 19 kDa protein, chloroplast precursor, putative, expressed
31503088	Spipo12G0033700	Spipo12G0033700	Spipo12G0033700	PF00595,PF03572	PTHR32060,PTHR32060:SF5		3.4.21.102		GO:0005515,GO:0008236,GO:0006508	AT3G57680.1		Peptidase S41 family protein	LOC_Os06g21380.1		OsCttP3 - Putative C-terminal processing peptidase homologue, expressed
31503021	Spipo12G0033800	Spipo12G0033800	Spipo12G0033800	PF13639,PF00642	PTHR11224,PTHR11224:SF10	KOG1039		K15687	GO:0008270,GO:0005515,GO:0046872	AT3G08505.1		zinc finger (CCCH-type/C3HC4-type RING finger) family protein	LOC_Os06g21390.2		Zinc finger C-x8-C-x5-C-x3-H type domain containing protein, expressed
31502800	Spipo12G0033900	Spipo12G0033900	Spipo12G0033900	PF03100	PTHR34128,PTHR34128:SF2				GO:0017004,GO:0017003,GO:0005886	AT3G51790.1	ATG1,TG1	transmembrane protein G1P-related 1	LOC_Os10g39870.1		ATG1, putative, expressed
31502924	Spipo12G0034000	Spipo12G0034000	Spipo12G0034000		PTHR37222,PTHR37222:SF1					AT3G12650.1			LOC_Os02g48680.1		expressed protein
31503066	Spipo12G0034100	Spipo12G0034100	Spipo12G0034100	PF00069	PTHR24362,PTHR24362:SF258	KOG0589	2.7.11.1	K08857	GO:0006468,GO:0005524,GO:0004672	AT3G20860.1	ATNEK5,NEK5	NIMA-related kinase 5	LOC_Os02g37830.1		protein kinase domain containing protein, expressed
31503313	Spipo12G0034200	Spipo12G0034200	Spipo12G0034200	PF00226	PTHR24078,PTHR24078:SF276	KOG0719		K09529		AT3G12170.1		Chaperone DnaJ-domain superfamily protein	LOC_Os02g10220.1		heat shock protein DnaJ, putative, expressed
31503086	Spipo12G0034300	Spipo12G0034300	Spipo12G0034300	PF04707	PTHR11158,PTHR11158:SF17	KOG3336				AT5G13070.1		MSF1-like family protein	LOC_Os02g48670.1		slowmo homolog, putative, expressed
31503384	Spipo12G0034400	Spipo12G0034400	Spipo12G0034400	PF01428,PF01754	PTHR10634,PTHR10634:SF32	KOG3173			GO:0008270,GO:0003677	AT1G51200.2		A20/AN1-like zinc finger family protein	LOC_Os06g41010.1		zinc finger A20 and AN1 domain-containing stress-associated protein, putative, expressed
31503114	Spipo12G0034500	Spipo12G0034500	Spipo12G0034500	PF00560,PF08263,PF13855,PF00069	PTHR27000,PTHR27000:SF146	KOG1187	2.7.11.1		GO:0005515,GO:0006468,GO:0005524,GO:0004672	AT5G06940.1		Leucine-rich repeat receptor-like protein kinase family protein	LOC_Os04g39650.1		receptor protein kinase CLAVATA1 precursor, putative, expressed
31502989	Spipo12G0034600	Spipo12G0034600	Spipo12G0034600	PF01754,PF01428	PTHR10634,PTHR10634:SF22	KOG3173			GO:0008270,GO:0003677	AT3G12630.1		A20/AN1-like zinc finger family protein	LOC_Os09g31200.1		AN1-like zinc finger domain containing protein, expressed
31502837	Spipo12G0034700	Spipo12G0034700	Spipo12G0034700	PF07714,PF00069	PTHR24351,PTHR24351:SF107	KOG0610	2.7.11.1		GO:0006468,GO:0004672,GO:0005524	AT3G20830.1		AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein	LOC_Os09g31210.1		AGC_PVPK_like_CDK8.1 - ACG kinases include homologs to PKA, PKG and PKC, expressed
31502966	Spipo12G0034800	Spipo12G0034800	Spipo12G0034800												
31502832	Spipo12G0034900	Spipo12G0034900	Spipo12G0034900	PF07944	PTHR31151,PTHR31151:SF0			K09955		AT5G12950.1		Putative glycosyl hydrolase of unknown function (DUF1680)	LOC_Os02g10190.1		DUF1680 domain containing protein, putative, expressed
31502859	Spipo12G0035000	Spipo12G0035000	Spipo12G0035000	PF00295	PTHR31339,PTHR31339:SF10				GO:0005975,GO:0004650	AT3G57790.1		Pectin lyase-like superfamily protein	LOC_Os09g31270.1		polygalacturonase, putative, expressed
31503152	Spipo12G0035100	Spipo12G0035100	Spipo12G0035100	PF08263,PF00560,PF13855	PTHR27000,PTHR27000:SF151	KOG4579	3.2.1.15		GO:0005515	AT3G20820.1		Leucine-rich repeat (LRR) family protein	LOC_Os08g39550.1		polygalacturonase inhibitor 2 precursor, putative, expressed
31503118	Spipo12G0035200	Spipo12G0035200	Spipo12G0035200	PF00560,PF08263,PF00069	PTHR27008,PTHR27008:SF41	KOG1187	2.7.11.1		GO:0005515,GO:0006468,GO:0005524,GO:0004672	AT3G57830.1		Leucine-rich repeat protein kinase family protein	LOC_Os08g39590.1		inactive receptor kinase At2g26730 precursor, putative, expressed
31503248	Spipo12G0035300	Spipo12G0035300	Spipo12G0035300	PF00010	PTHR16223,PTHR16223:SF36				GO:0046983	AT2G42280.1		basic helix-loop-helix (bHLH) DNA-binding superfamily protein	LOC_Os08g39630.1		helix-loop-helix DNA-binding domain containing protein, expressed
31502802	Spipo12G0035400	Spipo12G0035400	Spipo12G0035400	PF00025	PTHR24073,PTHR24073:SF437	KOG0087		K07904	GO:0005525	AT3G12160.1	ATRABA4D,RABA4D	RAB GTPase homolog A4D	LOC_Os09g10940.1		ras-related protein, putative, expressed
31503180	Spipo12G0035500	Spipo12G0035500	Spipo12G0035500												
31502964	Spipo12G0035600	Spipo12G0035600	Spipo12G0035600		PTHR33984,PTHR33984:SF2					AT4G12070.1			LOC_Os02g48640.1		expressed protein
31503048	Spipo12G0035700	Spipo12G0035700	Spipo12G0035700		PTHR10209,PTHR10209:SF205	KOG0143	1.14.11.23			AT5G48020.1		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	LOC_Os02g48630.1		expressed protein
31503232	Spipo12G0035800	Spipo12G0035800	Spipo12G0035800	PF14368	PTHR33122,PTHR33122:SF1					AT3G52130.1		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	LOC_Os01g49650.1		LTPL150 - Protease inhibitor/seed storage/LTP family protein precursor, expressed
31502982	Spipo12G0035900	Spipo12G0035900	Spipo12G0035900	PF07883	PTHR31238,PTHR31238:SF21					AT5G20630.1	ATGER3,GER3,GLP3,GLP3A,GLP3B	germin 3	LOC_Os08g35760.1		Cupin domain containing protein, expressed
31503083	Spipo12G0036000	Spipo12G0036000	Spipo12G0036000		PTHR31029,PTHR31029:SF3					AT5G12900.1			LOC_Os08g39740.1		expressed protein
31503410	Spipo12G0036100	Spipo12G0036100	Spipo12G0036100	PF12695	PTHR13617	KOG1551				AT3G12150.1			LOC_Os02g10160.1		AGAP003371-PA, putative, expressed
31503069	Spipo12G0036200	Spipo12G0036200	Spipo12G0036200	PF00170,PF14144	PTHR22952,PTHR22952:SF151			K14431	GO:0043565,GO:0006355,GO:0003700,GO:0006351	AT5G06839.1	bZIP65,TGA10	bZIP transcription factor family protein	LOC_Os09g10840.2		transcription factor, putative, expressed
31503140	Spipo12G0036300	Spipo12G0036300	Spipo12G0036300	PF00168,PF08372	PTHR10024,PTHR10024:SF243				GO:0005515	AT3G57880.1		Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein	LOC_Os05g30750.1		anthranilate phosphoribosyltransferase, putative, expressed
31502995	Spipo12G0036400	Spipo12G0036400	Spipo12G0036400	PF01408	PTHR22604,PTHR22604:SF111	KOG2742	1.1.1.371		GO:0016491	AT3G20790.1		NAD(P)-binding Rossmann-fold superfamily protein	LOC_Os09g10820.1		oxidoreductase domain protein, putative, expressed
31502849	Spipo12G0036500	Spipo12G0036500	Spipo12G0036500	PF10250	PTHR31741,PTHR31741:SF11					AT2G44500.1		O-fucosyltransferase family protein	LOC_Os04g47520.1		growth regulator related protein, putative, expressed
31503182	Spipo12G0036600	Spipo12G0036600	Spipo12G0036600												
31503012	Spipo12G0036700	Spipo12G0036700	Spipo12G0036700	PF00232	PTHR10353,PTHR10353:SF47		3.2.1.21	K01188	GO:0005975,GO:0004553	AT2G44480.1	BGLU17	beta glucosidase 17	LOC_Os04g39880.1		Os4bglu12 - beta-glucosidase, exo-beta-glucanase, expressed
31503461	Spipo12G0036800	Spipo12G0036800	Spipo12G0036800		PTHR27001,PTHR27001:SF21		2.7.11.1			AT4G22130.1	SRF8	STRUBBELIG-receptor family 8	LOC_Os06g42800.1		STRUBBELIG-RECEPTOR FAMILY 8 precursor, putative, expressed
31502991	Spipo12G0036900	Spipo12G0036900	Spipo12G0036900	PF08263,PF13855,PF00069	PTHR27001,PTHR27001:SF8		2.7.11.1	K04730	GO:0005515,GO:0006468,GO:0005524,GO:0004672	AT4G22130.1	SRF8	STRUBBELIG-receptor family 8	LOC_Os02g09740.1		STRUBBELIG-RECEPTOR FAMILY 7 precursor, putative, expressed
31503217	Spipo12G0037000	Spipo12G0037000	Spipo12G0037000	PF02475	PTHR23245,PTHR23245:SF36	KOG2078	2.1.1.228	K15429		AT3G56120.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	LOC_Os02g39370.1		tRNA methyltransferase, putative, expressed
31502805	Spipo12G0037100	Spipo12G0037100	Spipo12G0037100	PF05553	PTHR33450,PTHR33450:SF4					AT2G42180.1			LOC_Os09g10730.1		expressed protein
31503324	Spipo12G0037200	Spipo12G0037200	Spipo12G0037200	PF13561	PTHR24322,PTHR24322:SF364	KOG0725	1.1.1.100			AT3G55290.1		NAD(P)-binding Rossmann-fold superfamily protein	LOC_Os08g39960.1		3-oxoacyl-reductase, chloroplast precursor, putative, expressed
31503161	Spipo12G0037300	Spipo12G0037300	Spipo12G0037300	PF14379	PTHR31314					AT5G06800.1		myb-like HTH transcriptional regulator family protein	LOC_Os04g56990.1		Myb-like DNA-binding domain containing protein, putative, expressed
31503153	Spipo12G0037400	Spipo12G0037400	Spipo12G0037400	PF02536	PTHR13068,PTHR13068:SF7	KOG1267			GO:0006355,GO:0005739,GO:0003690	AT4G19650.1		Mitochondrial transcription termination factor family protein	LOC_Os08g40630.1		mTERF domain containing protein, expressed
31503331	Spipo12G0037500	Spipo12G0037500	Spipo12G0037500	PF02696	PTHR32057	KOG2542				AT5G13030.1			LOC_Os06g21600.1		selenoprotein O, putative, expressed
31503392	Spipo12G0037600	Spipo12G0037600	Spipo12G0037600	PF02696	PTHR32057	KOG2542				AT5G13030.1			LOC_Os06g21600.1		selenoprotein O, putative, expressed
31503115	Spipo12G0037700	Spipo12G0037700	Spipo12G0037700	PF12695	PTHR12277,PTHR12277:SF75			K07018		AT5G19630.1		alpha/beta-Hydrolases superfamily protein	LOC_Os02g48590.1		expressed protein
31503463	Spipo12G0037800	Spipo12G0037800	Spipo12G0037800		PTHR37888,PTHR37888:SF2					AT2G44430.1		DNA-binding bromodomain-containing protein	LOC_Os08g39980.1		DNA-binding bromodomain-containing protein, putative, expressed
31503139	Spipo12G0037900	Spipo12G0037900	Spipo12G0037900	PF00249	PTHR37888,PTHR37888:SF2					AT3G57980.1		DNA-binding bromodomain-containing protein	LOC_Os08g39980.1		DNA-binding bromodomain-containing protein, putative, expressed
31502824	Spipo12G0038000	Spipo12G0038000	Spipo12G0038000		PTHR34285,PTHR34285:SF3					AT3G57990.1			LOC_Os09g31458.1		expressed protein
31502953	Spipo12G0038100	Spipo12G0038100	Spipo12G0038100	PF00854	PTHR11654,PTHR11654:SF90				GO:0016020,GO:0006810,GO:0005215	AT5G19640.1		Major facilitator superfamily protein	LOC_Os02g48570.1		peptide transporter PTR2, putative, expressed
31503259	Spipo12G0038200	Spipo12G0038200	Spipo12G0038200	PF14608,PF00013,PF00642	PTHR10288,PTHR10288:SF154				GO:0003723,GO:0046872	AT3G12130.1		KH domain-containing protein / zinc finger (CCCH type) family protein	LOC_Os02g10080.1		zinc finger C-x8-C-x5-C-x3-H type family protein, expressed
31503416	Spipo12G0038300	Spipo12G0038300	Spipo12G0038300	PF03760					GO:0009790						
31502938	Spipo12G0038400	Spipo12G0038400	Spipo12G0038400	PF04755	PTHR31906,PTHR31906:SF16					AT2G42130.4		Plastid-lipid associated protein PAP / fibrillin family protein	LOC_Os04g57020.1		expressed protein
31503372	Spipo12G0038500	Spipo12G0038500	Spipo12G0038500	PF05678	PTHR33143,PTHR33143:SF12					AT2G42140.1		VQ motif-containing protein	LOC_Os04g57030.1		VQ domain containing protein, putative, expressed
31503135	Spipo12G0038600	Spipo12G0038600	Spipo12G0038600	PF13912						AT5G27880.1		C2H2 and C2HC zinc fingers superfamily protein	LOC_Os05g20930.1		ZOS5-07 - C2H2 zinc finger protein, expressed
31502816	Spipo12G0038700	Spipo12G0038700	Spipo12G0038700	PF01535,PF13041	PTHR24015					AT3G05240.1	MEF19	mitochondrial editing factor  19	LOC_Os08g40020.1		selenium binding protein, putative, expressed
31503212	Spipo12G0038800	Spipo12G0038800	Spipo12G0038800		PTHR33982					AT3G52420.1	ATOEP7,OEP7	outer envelope membrane protein 7	LOC_Os02g48480.1		expressed protein
31503105	Spipo12G0038900	Spipo12G0038900	Spipo12G0038900	PF02365	PTHR31744,PTHR31744:SF17				GO:0006355,GO:0003677	AT1G76420.1	ANAC031,CUC3,NAC368	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein	LOC_Os08g40030.1		CUP-SHAPED COTYLEDON3, putative, expressed
31503265	Spipo12G0039000	Spipo12G0039000	Spipo12G0039000		PTHR35714,PTHR35714:SF1					AT4G35320.1			LOC_Os02g48470.1		expressed protein
31503010	Spipo12G0039100	Spipo12G0039100	Spipo12G0039100	PF01937	PTHR12280,PTHR12280:SF31	KOG4584				AT4G35360.1		Uncharacterised conserved protein (UCP030210)	LOC_Os06g21980.1		pantothenate kinase 4, putative, expressed
31503309	Spipo12G0039200	Spipo12G0039200	Spipo12G0039200	PF01546	PTHR11014,PTHR11014:SF56	KOG2275	3.5.1.14	K14677	GO:0016787,GO:0008152	AT4G38220.1		Peptidase M20/M25/M40 family protein	LOC_Os08g40110.2		peptidase, putative, expressed
31502845	Spipo12G0039300	Spipo12G0039300	Spipo12G0039300										LOC_Os08g40120.1		expressed protein
31503310	Spipo12G0039400	Spipo12G0039400	Spipo12G0039400	PF16363,PF14934	PTHR10366,PTHR10366:SF355	KOG1430	1.1.1.170			AT2G33630.1		NAD(P)-binding Rossmann-fold superfamily protein	LOC_Os02g48460.1		NAD dependent epimerase/dehydratase family protein, putative, expressed
31503124	Spipo12G0039500	Spipo12G0039500	Spipo12G0039500	PF03330,PF01357	PTHR31867,PTHR31867:SF7					AT4G38210.1	ATEXP20,ATEXPA20,ATHEXP ALPHA 1.23,EXP20,EXPA20	expansin A20	LOC_Os06g41700.1		expansin precursor, putative, expressed
31503141	Spipo12G0039600	Spipo12G0039600	Spipo12G0039600	PF03479	PTHR31500,PTHR31500:SF0					AT2G33620.4		AT hook motif DNA-binding family protein	LOC_Os09g31470.1		AT hook motif domain containing protein, expressed
31503111	Spipo12G0039700	Spipo12G0039700	Spipo12G0039700	PF13371,PF12895,PF07719	PTHR12558,PTHR12558:SF13			K03350		AT2G20000.1	CDC27b,HBT	CDC27  family protein	LOC_Os06g41750.1		tetratricopeptide repeat domain containing protein, expressed
31502986	Spipo12G0039800	Spipo12G0039800	Spipo12G0039800	PF00170	PTHR22952,PTHR22952:SF117	KOG0837			GO:0043565,GO:0006355,GO:0003700	AT2G40950.1	BZIP17	Basic-leucine zipper (bZIP) transcription factor family protein	LOC_Os06g41770.1		bZIP transcription factor domain containing protein, expressed
31503091	Spipo12G0039900	Spipo12G0039900	Spipo12G0039900	PF01535,PF12854,PF13041	PTHR24015,PTHR24015:SF703					AT1G77360.1		Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os03g55340.1		pentatricopeptide, putative, expressed
31502899	Spipo12G0040000	Spipo12G0040000	Spipo12G0040000	PF00365	PTHR13697,PTHR13697:SF1		2.7.1.90	K00895	GO:0006096,GO:0003872	AT1G76550.1		Phosphofructokinase family protein	LOC_Os02g48360.1		pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha, putative, expressed
31502883	Spipo12G0040100	Spipo12G0040100	Spipo12G0040100	PF00076	PTHR24012,PTHR24012:SF421				GO:0003676	AT1G20880.1		RNA-binding (RRM/RBD/RNP motifs) family protein	LOC_Os01g65550.1		RNA recognition motif containing protein, putative, expressed
31503439	Spipo12G0040200	Spipo12G0040200	Spipo12G0040200	PF03479	PTHR31100,PTHR31100:SF16					AT1G76500.1	AHL29,SOB3	Predicted AT-hook DNA-binding family protein	LOC_Os02g48320.1		DNA binding protein, putative, expressed
31503336	Spipo12G0040300	Spipo12G0040300	Spipo12G0040300	PF00070	PTHR22912,PTHR22912:SF183		1.8.1.9	K00384	GO:0055114,GO:0016491	AT2G17420.1	ATNTRA,NTR2,NTRA	NADPH-dependent thioredoxin reductase A	LOC_Os02g48290.1		thioredoxin reductase 2, putative, expressed
31503373	Spipo12G0040400	Spipo12G0040400	Spipo12G0040400	PF08311	PTHR14030			K02178	GO:0007094	AT2G33560.1	BUBR1	BUB1-related (BUB1: budding uninhibited by benzymidazol 1)	LOC_Os02g10020.1		Mad3/BUB1 homology region 1 domain containing protein, expressed
31503292	Spipo12G0040500	Spipo12G0040500	Spipo12G0040500	PF02672	PTHR33921,PTHR33921:SF3					AT1G76560.1	CP12-3	CP12 domain-containing protein 3	LOC_Os08g40240.1		calvin cycle protein CP12, putative, expressed
31503413	Spipo12G0040600	Spipo12G0040600	Spipo12G0040600	PF13802,PF01055	PTHR22762,PTHR22762:SF54		3.2.1.84	K05546	GO:0005975,GO:0004553	AT5G63840.1	PSL5,RSW3	Glycosyl hydrolases family 31  protein	LOC_Os03g11720.1		glycosyl hydrolase, family 31, putative, expressed
31502811	Spipo12G0040700	Spipo12G0040700	Spipo12G0040700	PF11250	PTHR33155,PTHR33155:SF1					AT5G22090.2		Protein of unknown function (DUF3049)	LOC_Os03g49830.1		expressed protein
31502949	Spipo12G0040800	Spipo12G0040800	Spipo12G0040800	PF00271,PF00270,PF02889	PTHR24075		3.6.4.13	K12854	GO:0005524,GO:0003676,GO:0031204,GO:0008565	AT1G20960.2	emb1507	U5 small nuclear ribonucleoprotein helicase, putative	LOC_Os02g01740.1		U5 small nuclear ribonucleoprotein 200 kDa helicase, putative, expressed
31503016	Spipo12G0040900	Spipo12G0040900	Spipo12G0040900	PF03110	PTHR31251,PTHR31251:SF3				GO:0005634,GO:0003677	AT1G20980.1	ATSPL14,FBR6,SPL14,SPL1R2	squamosa promoter binding protein-like 14	LOC_Os08g40260.1		OsSPL15 - SBP-box gene family member, expressed
31502856	Spipo12G0041000	Spipo12G0041000	Spipo12G0041000	PF01697	PTHR21461,PTHR21461:SF11					AT2G33570.1		Domain of unknown function (DUF23)	LOC_Os02g48190.1		expressed protein
31503148	Spipo12G0041100	Spipo12G0041100	Spipo12G0041100	PF04640	PTHR31065,PTHR31065:SF12					AT1G21000.1		PLATZ transcription factor family protein	LOC_Os06g41930.1		zinc-binding protein, putative, expressed
31503298	Spipo12G0041200	Spipo12G0041200	Spipo12G0041200	PF14389,PF04784	PTHR23054,PTHR23054:SF15					AT2G23700.1		Protein of unknown function, DUF547	LOC_Os09g32010.1		ternary complex factor MIP1, putative, expressed
31503220	Spipo12G0041300	Spipo12G0041300	Spipo12G0041300	PF09379,PF00373,PF00784,PF00225	PTHR24115,PTHR24115:SF470	KOG0239	3.6.4.5		GO:0005856,GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871	AT5G65930.2	KCBP,PKCBP,ZWI	kinesin-like calmodulin-binding protein (ZWICHEL)	LOC_Os04g57140.2		kinesin motor domain containing protein, putative, expressed
31503205	Spipo12G0041400	Spipo12G0041400	Spipo12G0041400	PF13414	PTHR15704,PTHR15704:SF7	KOG1127		K12600		AT1G76630.2		Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os02g43920.1		cell division cycle protein 23, putative, expressed
31503044	Spipo12G0041500	Spipo12G0041500	Spipo12G0041500												
31503042	Spipo12G0041600	Spipo12G0041600	Spipo12G0041600	PF08847	PTHR35724,PTHR35724:SF1					AT2G47910.1	CRR6	chlororespiratory reduction 6	LOC_Os08g07060.1		CRR6, putative, expressed
31502839	Spipo12G0041700	Spipo12G0041700	Spipo12G0041700	PF00856	PTHR22884,PTHR22884:SF351		2.1.1.43		GO:0005515	AT4G27910.1	ATX4,SDG16	SET domain protein 16	LOC_Os09g38440.1		ATXR, putative, expressed
31503460	Spipo12G0041800	Spipo12G0041800	Spipo12G0041800		PTHR31485,PTHR31485:SF3					AT5G25265.1			LOC_Os01g16600.1		expressed protein
31502950	Spipo12G0041900	Spipo12G0041900	Spipo12G0041900		PTHR24006	KOG1947		K10268		AT1G80570.2		RNI-like superfamily protein	LOC_Os04g30210.1		OsFBL15 - F-box domain and LRR containing protein, expressed
31503443	Spipo12G0042000	Spipo12G0042000	Spipo12G0042000	PF13639	PTHR14155,PTHR14155:SF158			K16271	GO:0008270,GO:0005515	AT5G45290.1		RING/U-box superfamily protein	LOC_Os02g55520.1		zinc finger, C3HC4 type domain containing protein, expressed
31502981	Spipo12G0042100	Spipo12G0042100	Spipo12G0042100	PF07911	PTHR33108					AT1G72510.2		Protein of unknown function (DUF1677)	LOC_Os02g13620.1		expressed protein
