#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
16799545	27936.t000003	27936.m000053	27936.m000053	PF03372	PTHR11200,PTHR11200:SF115	KOG0565				AT2G37440.1		DNAse I-like superfamily protein
16799546	27936.t000004	27936.m000054	27936.m000054				3.1.3.56			AT2G37440.1		DNAse I-like superfamily protein
16799547	27939.t000001	27939.m000020	27939.m000020	PF16510								
16799548	27940.t000001	27940.m000323	27940.m000323	PF16550,PF13919,PF00320	PTHR10071,PTHR10071:SF159				GO:0043565,GO:0008270,GO:0006355,GO:0003700	AT4G17570.3	GATA26	GATA transcription factor 26
16799549	27940.t000002	27940.m000324	27940.m000324		PTHR38221							
16799550	27940.t000003	27940.m000325	27940.m000325									
16799551	27940.t000004	27940.m000326	27940.m000326									
16799552	27940.t000005	27940.m000327	27940.m000327	PF00856,PF05033,PF02182	PTHR22884,PTHR22884:SF370	KOG1082	2.1.1.43	K11420	GO:0005515,GO:0034968,GO:0018024,GO:0008270,GO:0005634,GO:0042393	AT2G35160.1	SGD9,SUVH5	SU(VAR)3-9 homolog 5
16799553	27940.t000006	27940.m000328	27940.m000328	PF03330,PF01357	PTHR31692,PTHR31692:SF10					AT4G17030.1	AT-EXPR,ATEXLB1,ATEXPR1,ATHEXP BETA 3.1,EXLB1,EXPR	expansin-like B1
16799554	27940.t000007	27940.m000329	27940.m000329	PF03330,PF01357	PTHR31692,PTHR31692:SF10					AT4G17030.1	AT-EXPR,ATEXLB1,ATEXPR1,ATHEXP BETA 3.1,EXLB1,EXPR	expansin-like B1
16799555	27940.t000008	27940.m000330	27940.m000330	PF00574	PTHR10381,PTHR10381:SF25	KOG0840	3.4.21.92	K01358		AT4G17040.1	CLPR4	CLP protease R subunit 4
16799556	27940.t000009	27940.m000331	27940.m000331	PF00160	PTHR33344,PTHR33344:SF2		5.2.1.8		GO:0006457,GO:0003755,GO:0000413	AT4G17070.1		peptidyl-prolyl cis-trans isomerases
16799557	27940.t000010	27940.m000332	27940.m000332	PF02732	PTHR10150			K10848	GO:0004518,GO:0003677	AT5G41150.1	ATRAD1,RAD1,UVH1	Restriction endonuclease, type II-like superfamily protein
16799558	27940.t000011	27940.m000333	27940.m000333	PF01474	PTHR21337,PTHR21337:SF3		2.5.1.54	K01626	GO:0009073,GO:0003849	AT4G33510.1	DHS2	3-deoxy-d-arabino-heptulosonate 7-phosphate synthase
16799559	27940.t000012	27940.m000334	27940.m000334	PF00190	PTHR31238,PTHR31238:SF11				GO:0045735	AT1G09560.1	GLP5	germin-like protein 5
16799560	27940.t000013	27940.m000335	27940.m000335	PF00190	PTHR31238,PTHR31238:SF11				GO:0045735	AT3G04200.1		RmlC-like cupins superfamily protein
16799561	27940.t000014	27940.m000336	27940.m000336		PTHR31307,PTHR31307:SF11					AT4G17060.1	FIP2	FRIGIDA interacting protein 2
16799562	27940.t000015	27940.m000337	27940.m000337	PF01263	PTHR11122,PTHR11122:SF22	KOG1594	5.1.3.15	K01792	GO:0016853,GO:0005975	AT5G57330.1		Galactose mutarotase-like superfamily protein
16799563	27940.t000016	27940.m000338	27940.m000338									
16799564	27940.t000017	27940.m000339	27940.m000339	PF13906,PF00324	PTHR11785,PTHR11785:SF331	KOG1286			GO:0055085,GO:0016020,GO:0006810,GO:0015171,GO:0003333	AT5G04770.1	ATCAT6,CAT6	cationic amino acid transporter 6
16799565	27940.t000018	27940.m000340	27940.m000340		PTHR34571,PTHR34571:SF1		3.5.3.26	K14977		AT4G17050.1	UGLYAH	ureidoglycine aminohydrolase
16799566	27942.t000001	27942.m000154	27942.m000154	PF07687,PF01546	PTHR32494,PTHR32494:SF7		3.5.3.9	K02083	GO:0016787,GO:0008152	AT4G20070.1	AAH,ATAAH	allantoate amidohydrolase
16799567	27942.t000002	27942.m000155	27942.m000155									
16799568	27942.t000003	27942.m000156	27942.m000156	PF02535	PTHR11040,PTHR11040:SF59	KOG1558		K14709	GO:0055085,GO:0046873,GO:0030001,GO:0016020	AT3G12750.1	ZIP1	zinc transporter 1 precursor
16799569	27942.t000004	27942.m000157	27942.m000157									
16799570	27942.t000005	27942.m000158	27942.m000158	PF07744,PF07500	PTHR11477,PTHR11477:SF17	KOG1634			GO:0006351	AT5G25520.2		SPOC domain / Transcription elongation factor S-II protein
16799571	27942.t000006	27942.m000159	27942.m000159		PTHR11199,PTHR11199:SF0			K06671		AT2G47980.1	ATSCC3,SCC3	sister-chromatid cohesion protein 3
16799572	27942.t000007	27942.m000160	27942.m000160		PTHR13322,PTHR13322:SF2	KOG1988		K13144		AT4G20060.1	EMB1895	ARM repeat superfamily protein
16799573	27942.t000009	27942.m000162	27942.m000162	PF12708	PTHR33928,PTHR33928:SF2		3.2.1.15			AT4G20050.1	QRT3	Pectin lyase-like superfamily protein
16799574	27942.t000010	27942.m000163	27942.m000163	PF12708	PTHR33928,PTHR33928:SF2		3.2.1.15			AT4G20050.1	QRT3	Pectin lyase-like superfamily protein
16799575	27945.t000001	27945.m000033	27945.m000033	PF15346	PTHR31711			K13173		AT1G10890.1		
16799576	27945.t000002	27945.m000034	27945.m000034		PTHR37707					AT1G60870.1	MEE9	maternal effect embryo arrest 9
16799577	27950.t000001	27950.m000104	27950.m000104									
16799578	27950.t000002	27950.m000105	27950.m000105	PF02365	PTHR31744,PTHR31744:SF22				GO:0006355,GO:0003677	AT5G53950.1	ANAC098,ATCUC2,CUC2	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
16799579	27950.t000003	27950.m000106	27950.m000106	PF06839					GO:0008270			
16799580	27950.t000004	27950.m000107	27950.m000107									
16799581	27950.t000005	27950.m000108	27950.m000108									
16799582	27953.t000001	27953.m000061	27953.m000061	PF06075	PTHR31928,PTHR31928:SF4					AT1G08760.1		Plant protein of unknown function (DUF936)
16799583	27953.t000002	27953.m000062	27953.m000062	PF06075	PTHR31928,PTHR31928:SF4					AT1G08760.1		Plant protein of unknown function (DUF936)
16799584	27953.t000003	27953.m000063	27953.m000063	PF03328	PTHR30502,PTHR30502:SF0		4.1.2.53		GO:0003824	AT4G10750.1		Phosphoenolpyruvate carboxylase family protein
16799585	27953.t000004	27953.m000064	27953.m000064	PF02470	PTHR34675,PTHR34675:SF1					AT3G20320.1	TGD2	trigalactosyldiacylglycerol2
16799586	27955.t000001	27955.m000372	27955.m000372	PF03767	PTHR31284,PTHR31284:SF9		3.1.3.2		GO:0003993	AT2G38600.1		HAD superfamily, subfamily IIIB acid phosphatase 
16799587	27955.t000002	27955.m000373	27955.m000373	PF00651,PF03000	PTHR32370,PTHR32370:SF5				GO:0005515	AT3G08570.1		Phototropic-responsive NPH3 family protein
16799588	27955.t000003	27955.m000374	27955.m000374	PF00583	PTHR23091,PTHR23091:SF229				GO:0008080	AT1G32070.3	ATNSI,NSI	nuclear shuttle interacting
16799589	27955.t000004	27955.m000375	27955.m000375	PF08263,PF00069	PTHR27003,PTHR27003:SF36	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT5G01950.1		Leucine-rich repeat protein kinase family protein
16799590	27955.t000005	27955.m000376	27955.m000376	PF02535	PTHR11040,PTHR11040:SF70	KOG2474			GO:0055085,GO:0046873,GO:0030001,GO:0016020	AT3G08650.2		ZIP metal ion transporter family
16799591	27955.t000006	27955.m000377	27955.m000377	PF16544,PF11891	PTHR11208,PTHR11208:SF59	KOG1588		K14945		AT2G38610.2		RNA-binding KH domain-containing protein
16799592	27955.t000007	27955.m000378	27955.m000378	PF15879	PTHR17098,PTHR17098:SF2		1.6.5.3	K03945		AT3G08610.1		
16799593	27955.t000008	27955.m000379	27955.m000379	PF06697	PTHR33512,PTHR33512:SF1					AT3G08600.1		Protein of unknown function (DUF1191)
16799594	27955.t000009	27955.m000380	27955.m000380	PF13920	PTHR15860,PTHR15860:SF4	KOG4638				AT5G01960.1		RING/U-box superfamily protein
16799595	27955.t000010	27955.m000381	27955.m000381		PTHR31016,PTHR31016:SF6					AT5G01970.1		
16799596	27955.t000011	27955.m000382	27955.m000382	PF00439	PTHR22881,PTHR22881:SF17			K11723	GO:0005515	AT1G20670.1		DNA-binding bromodomain-containing protein
16799597	27955.t000012	27955.m000383	27955.m000383	PF13639	PTHR22763,PTHR22763:SF66		6.3.2.19		GO:0008270,GO:0005515	AT5G01980.1		RING/U-box superfamily protein
16799598	27955.t000013	27955.m000384	27955.m000384	PF03547	PTHR31419,PTHR31419:SF1	KOG2722			GO:0055085,GO:0016021	AT5G01990.1		Auxin efflux carrier family protein
16799599	27955.t000014	27955.m000385	27955.m000385	PF00067	PTHR24282,PTHR24282:SF36	KOG0157			GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT5G24910.1	CYP714A1	cytochrome P450, family 714, subfamily A, polypeptide 1
16799600	27955.t000015	27955.m000386	27955.m000386	PF00067	PTHR24282,PTHR24282:SF36		1.14.14.1		GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT5G24910.1	CYP714A1	cytochrome P450, family 714, subfamily A, polypeptide 1
16799601	27955.t000017	27955.m000388	27955.m000388									
16799602	27955.t000018	27955.m000389	27955.m000389	PF13499,PF13405	PTHR10891,PTHR10891:SF589	KOG0027		K13448	GO:0005509	AT4G20780.1	CML42	calmodulin like 42
16799603	27955.t000019	27955.m000390	27955.m000390		PTHR36310,PTHR36310:SF1					AT2G28330.1		
16799604	27955.t000020	27955.m000391	27955.m000391	PF03168	PTHR31852,PTHR31852:SF3					AT3G05975.1		Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
16799605	27955.t000021	27955.m000392	27955.m000392	PF03168	PTHR31852,PTHR31852:SF43					AT3G54200.1		Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
16799606	27955.t000022	27955.m000393	27955.m000393									
16799607	27956.t000001	27956.m000346	27956.m000346	PF03352	PTHR31116,PTHR31116:SF4		3.2.2.20	K01246	GO:0008725,GO:0006284	AT5G44680.1		DNA glycosylase superfamily protein
16799608	27956.t000002	27956.m000347	27956.m000347									
16799609	27956.t000003	27956.m000348	27956.m000348	PF07690	PTHR11662,PTHR11662:SF282	KOG2532			GO:0055085,GO:0016021	AT5G44370.1	PHT4;6	phosphate transporter 4;6
16799610	27956.t000004	27956.m000349	27956.m000349	PF00201	PTHR11926,PTHR11926:SF235		2.4.1.324		GO:0016758,GO:0008152	AT1G22380.1	AtUGT85A3,UGT85A3	UDP-glucosyl transferase 85A3
16799611	27956.t000005	27956.m000350	27956.m000350	PF00201	PTHR11926,PTHR11926:SF235		2.4.1.324		GO:0016758,GO:0008152	AT1G22380.1	AtUGT85A3,UGT85A3	UDP-glucosyl transferase 85A3
16799612	27956.t000006	27956.m000351	27956.m000351	PF00201	PTHR11926,PTHR11926:SF235		2.4.1.324		GO:0016758,GO:0008152	AT1G22360.1	AtUGT85A2,UGT85A2	UDP-glucosyl transferase 85A2
16799613	27956.t000007	27956.m000352	27956.m000352	PF00201	PTHR11926,PTHR11926:SF235		2.4.1.324		GO:0016758,GO:0008152	AT1G22400.1	ATUGT85A1,UGT85A1	UDP-Glycosyltransferase superfamily protein
16799614	27956.t000008	27956.m000353	27956.m000353	PF13920	PTHR10044,PTHR10044:SF103	KOG4172	6.3.2.19			AT1G30860.1		RING/U-box superfamily protein
16799615	27956.t000009	27956.m000354	27956.m000354		PTHR36052		1.6.5.3			AT4G20150.1		
16799616	27956.t000010	27956.m000355	27956.m000355	PF08263,PF00560,PF00069,PF13855	PTHR27000,PTHR27000:SF86	KOG1187	2.7.11.1		GO:0005515,GO:0006468,GO:0005524,GO:0004672	AT4G20140.1	GSO1	Leucine-rich repeat transmembrane protein kinase
16799617	27956.t000011	27956.m000356	27956.m000356	PF06424					GO:0005634,GO:0000398	AT4G03430.1	EMB2770,STA1	pre-mRNA splicing factor-related
16799618	27956.t000012	27956.m000357	27956.m000357									
16799619	27956.t000013	27956.m000358	27956.m000358	PF00400	PTHR19845,PTHR19845:SF7	KOG2695		K11799	GO:0005515	AT5G17370.1		Transducin/WD40 repeat-like superfamily protein
16799620	27956.t000014	27956.m000359	27956.m000359	PF00249	PTHR10641,PTHR10641:SF487	KOG0048		K09422		AT3G12720.1	ATMYB67,ATY53,MYB67	myb domain protein 67
16799621	27956.t000015	27956.m000360	27956.m000360	PF00254	PTHR10516,PTHR10516:SF302		5.2.1.8	K01802	GO:0006457	AT5G45680.1	ATFKBP13,FKBP13	FK506-binding protein 13
16799622	27956.t000016	27956.m000361	27956.m000361									
16799623	27956.t000017	27956.m000362	27956.m000362		PTHR27004		2.7.11.1			AT2G34930.1		disease resistance family protein / LRR family protein
16799624	27956.t000018	27956.m000363	27956.m000363		PTHR36320,PTHR36320:SF1					AT1G30880.1		
16799625	27958.t000001	27958.m000039	27958.m000039		PTHR34558,PTHR34558:SF1					AT3G09280.1		
16799626	27958.t000002	27958.m000040	27958.m000040	PF11566	PTHR13266	KOG4761		K06700		AT3G53970.1		proteasome inhibitor-related
16799627	27960.t000001	27960.m000032	27960.m000032									
16799628	27960.t000002	27960.m000033	27960.m000033	PF00834	PTHR11749,PTHR11749:SF7	KOG3111	5.1.3.1		GO:0016857,GO:0005975	AT5G61410.1	EMB2728,RPE	D-ribulose-5-phosphate-3-epimerase
16799629	27961.t000001	27961.m000091	27961.m000091	PF02365	PTHR31719,PTHR31719:SF29				GO:0006355,GO:0003677	AT3G15510.1	ANAC056,ATNAC2,NAC2,NARS1	NAC domain containing protein  2
16799630	27961.t000002	27961.m000092	27961.m000092							AT3G15518.1		
16799631	27961.t000003	27961.m000093	27961.m000093		PTHR32133,PTHR32133:SF107					AT3G06240.1		F-box family protein
16799632	27961.t000004	27961.m000094	27961.m000094									
16799633	27961.t000005	27961.m000095	27961.m000095									
16799634	27964.t000001	27964.m000346	27964.m000346		PTHR33709,PTHR33709:SF1					AT4G22290.1		Ubiquitin-specific protease family C19-related protein
16799635	27964.t000002	27964.m000347	27964.m000347	PF00046,PF02183	PTHR24326,PTHR24326:SF122			K09338	GO:0003677,GO:0043565,GO:0006355,GO:0003700	AT2G46680.1	ATHB-7,ATHB7,HB-7	homeobox 7
16799636	27964.t000003	27964.m000348	27964.m000348									
16799637	27964.t000004	27964.m000349	27964.m000349	PF06955,PF00722	PTHR31062,PTHR31062:SF44		2.4.1.207	K08235	GO:0048046,GO:0016762,GO:0006073,GO:0005618,GO:0005975,GO:0004553	AT2G01850.1	ATXTH27,EXGT-A3,XTH27	endoxyloglucan transferase A3
16799638	27964.t000005	27964.m000350	27964.m000350	PF06293	PTHR24349,PTHR24349:SF103	KOG0032	2.7.11.1	K13412	GO:0016773,GO:0016020,GO:0005524	AT2G46700.1	ATCRK3,CRK3	CDPK-related kinase 3
16799639	27964.t000006	27964.m000351	27964.m000351	PF00786,PF00620	PTHR23177,PTHR23177:SF24				GO:0007165	AT2G46710.1		Rho GTPase activating protein with PAK-box/P21-Rho-binding domain
16799640	27964.t000007	27964.m000352	27964.m000352	PF00010,PF14215	PTHR11514,PTHR11514:SF40			K13422	GO:0046983	AT1G32640.1	ATMYC2,JAI1,JIN1,MYC2,RD22BP1,ZBF1	Basic helix-loop-helix (bHLH) DNA-binding family protein
16799641	27964.t000008	27964.m000353	27964.m000353									
16799642	27964.t000009	27964.m000354	27964.m000354									
16799643	27964.t000011	27964.m000356	27964.m000356	PF00010	PTHR11514,PTHR11514:SF40				GO:0046983	AT1G32640.1	ATMYC2,JAI1,JIN1,MYC2,RD22BP1,ZBF1	Basic helix-loop-helix (bHLH) DNA-binding family protein
16799644	27964.t000012	27964.m000357	27964.m000357	PF13578	PTHR37909,PTHR37909:SF1					AT1G01180.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
16799645	27964.t000013	27964.m000358	27964.m000358	PF05030	PTHR23107	KOG3227				AT4G00850.1	GIF3	GRF1-interacting factor 3
16799646	27964.t000014	27964.m000359	27964.m000359		PTHR35103					AT4G28310.1		
16799647	27964.t000015	27964.m000360	27964.m000360	PF01529	PTHR22883,PTHR22883:SF91	KOG1311	2.3.1.225	K18932	GO:0008270	AT4G00840.1		DHHC-type zinc finger family protein
16799648	27964.t000016	27964.m000361	27964.m000361	PF16594	PTHR35165,PTHR35165:SF1							
16799649	27964.t000017	27964.m000362	27964.m000362	PF03822,PF00069	PTHR24343,PTHR24343:SF199	KOG0984	2.7.11.1	K07198	GO:0007165,GO:0006468,GO:0005524,GO:0004672	AT1G01140.2	CIPK9,PKS6,SnRK3.12	CBL-interacting protein kinase 9
16799650	27964.t000018	27964.m000363	27964.m000363	PF08541,PF08392	PTHR31561,PTHR31561:SF1		2.3.1.199,2.3.1.119	K15397	GO:0016747,GO:0008610,GO:0016020,GO:0006633	AT1G01120.1	KCS1	3-ketoacyl-CoA synthase 1
16799651	27964.t000019	27964.m000364	27964.m000364		PTHR37728					AT2G46735.1		
16799652	27964.t000020	27964.m000365	27964.m000365	PF14259,PF00076	PTHR24012,PTHR24012:SF479	KOG0117		K13161	GO:0003676	AT4G00830.2		RNA-binding (RRM/RBD/RNP motifs) family protein
16799653	27964.t000021	27964.m000366	27964.m000366	PF04030,PF01565	PTHR13878,PTHR13878:SF63		1.1.3.8,1.1.3.37		GO:0055114,GO:0016020,GO:0003885,GO:0050660,GO:0016491	AT2G46760.1		D-arabinono-1,4-lactone oxidase family protein
16799654	27964.t000022	27964.m000367	27964.m000367							AT5G42905.1		Polynucleotidyl transferase, ribonuclease H-like superfamily protein
16799655	27964.t000023	27964.m000368	27964.m000368	PF00612,PF13178	PTHR32295,PTHR32295:SF0				GO:0005515	AT4G00820.1	iqd17	IQ-domain 17
16799656	27964.t000024	27964.m000369	27964.m000369	PF02365	PTHR31989,PTHR31989:SF45				GO:0006355,GO:0003677	AT2G46770.1	ANAC043,EMB2301,NST1	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
16799657	27965.t000001	27965.m000108	27965.m000108	PF00847	PTHR31190				GO:0006355,GO:0003700	AT5G64750.1	ABR1	Integrase-type DNA-binding superfamily protein
16799658	27965.t000002	27965.m000109	27965.m000109	PF01399	PTHR10855,PTHR10855:SF1	KOG1498		K03035	GO:0005515	AT5G09900.2	EMB2107,MSA,RPN5A	26S proteasome regulatory subunit, putative (RPN5)
16799659	27965.t000003	27965.m000110	27965.m000110	PF01535,PF13041	PTHR24015,PTHR24015:SF372					AT1G03560.1		Pentatricopeptide repeat (PPR-like) superfamily protein
16799660	27965.t000004	27965.m000111	27965.m000111	PF01529	PTHR22883,PTHR22883:SF41	KOG1311	2.3.1.225	K16675	GO:0008270	AT4G24630.1		DHHC-type zinc finger family protein
16799661	27965.t000006	27965.m000113	27965.m000113	PF13423	PTHR24006,PTHR24006:SF455	KOG1873	3.4.19.12	K11851		AT4G39370.1	UBP27	ubiquitin-specific protease 27
16799662	27966.t000001	27966.m000032	27966.m000032	PF12719	PTHR14418,PTHR14418:SF5				GO:0007076,GO:0000796	AT5G37630.1	EMB2656	ARM repeat superfamily protein
16799663	27966.t000002	27966.m000033	27966.m000033	PF12719	PTHR14418,PTHR14418:SF5				GO:0007076,GO:0000796	AT5G37630.1	EMB2656	ARM repeat superfamily protein
16799664	27967.t000001	27967.m000046	27967.m000046	PF14551,PF00493	PTHR11630		3.6.4.12	K02542	GO:0006260,GO:0005524,GO:0003677	AT5G44635.1	MCM6	minichromosome maintenance (MCM2/3/5) family protein
16799665	27967.t000002	27967.m000047	27967.m000047	PF16913	PTHR31376,PTHR31376:SF3				GO:0016021,GO:0005215	AT1G30840.2	ATPUP4,PUP4	purine permease 4
16799666	27968.t000001	27968.m000066	27968.m000066	PF00076	PTHR24012,PTHR24012:SF477	KOG0114		K14787	GO:0003676	AT4G19610.1		nucleotide binding;nucleic acid binding;RNA binding
16799667	27969.t000001	27969.m000022	27969.m000022		PTHR34788,PTHR34788:SF1					AT3G14060.1		
16799668	27970.t000001	27970.m000076	27970.m000076	PF12146	PTHR10794,PTHR10794:SF40	KOG1838	2.3.1.84			AT5G49950.1		alpha/beta-Hydrolases superfamily protein
16799669	27970.t000002	27970.m000077	27970.m000077	PF11955	PTHR31476,PTHR31476:SF7					AT4G24320.1		Ubiquitin carboxyl-terminal hydrolase family protein
16799670	27970.t000003	27970.m000078	27970.m000078	PF12146	PTHR10794,PTHR10794:SF40	KOG1838	2.3.1.84	K13696		AT5G49950.1		alpha/beta-Hydrolases superfamily protein
16799671	27970.t000004	27970.m000079	27970.m000079	PF00685	PTHR11783,PTHR11783:SF74	KOG1584	2.8.2.24		GO:0008146	AT1G18590.1	ATSOT17,ATST5C,SOT17	sulfotransferase 17
16799672	27973.t000001	27973.m000085	27973.m000085									
16799673	27973.t000002	27973.m000086	27973.m000086	PF00249	PTHR31496,PTHR31496:SF7					AT5G16560.1	KAN,KAN1	Homeodomain-like superfamily protein
16799674	27973.t000003	27973.m000087	27973.m000087	PF00583	PTHR20531,PTHR20531:SF1	KOG2488	2.3.1.88		GO:0008080	AT1G18335.1		Acyl-CoA N-acyltransferases (NAT) superfamily protein
16799675	27973.t000004	27973.m000088	27973.m000088	PF02734,PF02733	PTHR28629,PTHR28629:SF4		2.7.1.29,2.7.1.28,4.6.1.15	K00863	GO:0006071,GO:0004371	AT3G17770.1		Dihydroxyacetone kinase
16799676	27981.t000001	27981.m000038	27981.m000038									
16799677	27983.t000001	27983.m000074	27983.m000074	PF05227								
16799678	27983.t000002	27983.m000075	27983.m000075									
16799679	27983.t000003	27983.m000076	27983.m000076									
16799680	27983.t000004	27983.m000077	27983.m000077	PF00072	PTHR26402				GO:0000160	AT3G56380.1	ARR17,RR17	response regulator 17
16799681	27983.t000005	27983.m000078	27983.m000078		PTHR11371,PTHR11371:SF31				GO:0006308,GO:0004536			
16799682	27983.t000006	27983.m000079	27983.m000079	PF00486	PTHR26402,PTHR26402:SF576				GO:0006355,GO:0003677,GO:0000160			
16799683	27985.t000001	27985.m000838	27985.m000838	PF16457,PF01363,PF13713,PF08381,PF00415	PTHR22870,PTHR22870:SF91	KOG1427			GO:0046872	AT5G42140.1		Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain
16799684	27985.t000002	27985.m000839	27985.m000839	PF04564	PTHR22849,PTHR22849:SF12		6.3.2.19		GO:0016567,GO:0004842	AT3G18710.1	ATPUB29,PUB29	plant U-box 29
